>>> repeatability probe start 2026-08-17 05:35:53
[preflight] custody controls verified for 1 problem(s); keys sealed and unreadable by execution
[phase: development] results are for post-mortems and convergence checking, NOT for the paper's evaluation table.
2026-08-17 06:09:48,770 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:09:48,770 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:09:48,773 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:09:48,773 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:09:48,776 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:09:48,776 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:09:48,781 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:09:48,781 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:09:48,781 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:09:48,788 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:09:48,794 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:290: LangGraphDeprecatedSinceV10: create_react_agent has been moved to `langchain.agents`. Please update your import to `from langchain.agents import create_agent`. Deprecated in LangGraph V1.0 to be removed in V2.0.
  sub_agent = create_react_agent(
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:290: LangGraphDeprecatedSinceV10: create_react_agent has been moved to `langchain.agents`. Please update your import to `from langchain.agents import create_agent`. Deprecated in LangGraph V1.0 to be removed in V2.0.
  sub_agent = create_react_agent(
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:290: LangGraphDeprecatedSinceV10: create_react_agent has been moved to `langchain.agents`. Please update your import to `from langchain.agents import create_agent`. Deprecated in LangGraph V1.0 to be removed in V2.0.
  sub_agent = create_react_agent(
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-08-17 06:11:52,752 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:11:52,753 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:11:52,754 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:11:52,754 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:11:52,758 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:11:52,761 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:11:52,761 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:11:52,763 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:11:52,763 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:11:52,767 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:11:52,767 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:11:52,769 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:11:52,769 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:11:52,774 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:11:52,775 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:11:52,775 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:11:52,782 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:11:53,222 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:11:53,229 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_32bd890c-20c3-4b05-8e2f-849dc2121bca.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-08-17 06:12:00,668 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:12:00,669 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:12:00,670 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:12:00,670 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:12:00,674 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:12:00,676 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:12:00,676 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:12:00,679 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:12:00,679 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:12:00,683 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:12:00,683 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:12:00,685 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:12:00,685 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:12:00,690 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:12:00,690 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:12:00,690 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:12:00,698 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:12:00,704 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-08-17 06:12:12,586 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:12:12,587 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:12:12,588 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:12:12,588 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:12:12,592 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:12:12,595 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:12:12,595 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:12:12,597 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:12:12,597 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:12:12,601 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:12:12,601 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:12:12,603 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:12:12,603 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:12:12,608 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:12:12,608 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:12:12,608 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:12:12,616 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:290: LangGraphDeprecatedSinceV10: create_react_agent has been moved to `langchain.agents`. Please update your import to `from langchain.agents import create_agent`. Deprecated in LangGraph V1.0 to be removed in V2.0.
  sub_agent = create_react_agent(
2026-08-17 06:13:39,440 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:13:39,441 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:13:39,441 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:13:39,442 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:13:39,446 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:13:39,448 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:13:39,448 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:13:39,451 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:13:39,451 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:13:39,453 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:13:39,454 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:13:39,454 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:13:39,454 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:13:39,455 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:13:39,455 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:13:39,457 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:13:39,457 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:13:39,459 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:13:39,461 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:13:39,461 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:13:39,462 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:13:39,462 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:13:39,462 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:13:39,464 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:13:39,464 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:13:39,468 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:13:39,468 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:13:39,469 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:13:39,470 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:13:39,470 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:13:39,474 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:13:39,475 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:13:39,475 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:13:39,475 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:13:39,481 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_86a9ae7e-a897-449a-8af7-88f9cda258ca.json (1 events)
2026-08-17 06:13:39,483 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:13:39,495 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:13:39,500 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_eadc34d9-2624-4ad3-bf99-0dd6ef62fa2e.json (1 events)
2026-08-17 06:13:45,988 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:13:45,996 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_384c6ff9-adbf-483d-8fad-c43656cb0de7.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-08-17 06:14:06,429 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:14:06,431 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:14:06,431 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:14:06,432 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:14:06,435 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:14:06,438 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:14:06,438 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:14:06,440 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:14:06,440 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:14:06,444 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:14:06,444 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:14:06,447 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:14:06,447 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 06:14:06,452 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 06:14:06,452 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 06:14:06,452 [oasis] INFO: Starting OASiS MCP server
2026-08-17 06:14:06,460 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 06:14:06,464 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 06:14:06,469 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_ea0bf1db-731b-4d11-a2ec-2f0903cfc5d4.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
